,file,geneID,uni_gal,gene,gene_galGal,finalgene
8878,galGal_rna-NM_001006148.1_R0,GEMOMA_00006653-RA,A0A1D5PRX9,BRD8,BRD8,BRD8
8879,galGal_rna-NM_001006151.1_R0,GEMOMA_00006746-RA,F1NMD7,RBM22,RBM22,RBM22
8880,galGal_rna-NM_001006196.3_R0,GEMOMA_00015119-RA,A0A1D5PMY5,NA,TRIM39.2,TRIM39.2
8881,galGal_rna-NM_001006196.3_R1,GEMOMA_00015111-RA,NA,NA,NA,NA
8882,galGal_rna-NM_001006240.2_R0,GEMOMA_00009084-RA,F1NEQ2,TAB1,TAB1,TAB1
8883,galGal_rna-NM_001006308.1_R0,GEMOMA_00008259-RA,F1NUK8,SNRNP40,NWD1,SNRNP40
8884,galGal_rna-NM_001006309.3_R0,GEMOMA_00008235-RA,A0A1D5P954,HNRNPR,HNRNPR,HNRNPR
8885,galGal_rna-NM_001006314.1_R0,GEMOMA_00008384-RA,F1NJU7,YARS1,YARS,YARS1
8886,galGal_rna-NM_001006339.1_R0,GEMOMA_00007273-RA,Q5ZIK9,COPE,COPE,COPE
8887,galGal_rna-NM_001006341.2_R0,GEMOMA_00007138-RA,F1NDZ9,CHERP,CHERP,CHERP
8888,galGal_rna-NM_001006353.1_R0,GEMOMA_00013849-RA,A0A3Q3A630,CCDC12,CCDC12,CCDC12
8889,galGal_rna-NM_001006382.1_R0,GEMOMA_00012990-RA,Q5ZLD1,FH,FH,FH
8890,galGal_rna-NM_001006382.1_R1,GEMOMA_00014273-RA,NA,FUMC,NA,FUMC
8891,galGal_rna-NM_001006409.1_R0,GEMOMA_00001417-RA,A0A1D5PCP9,ATG5,ATG5,ATG5
8892,galGal_rna-NM_001006431.1_R0,GEMOMA_00011259-RA,A0A1D5PE96,PLS3,PLS3,PLS3
8893,galGal_rna-NM_001006451.1_R0,GEMOMA_00010740-RA,Q5ZMF3,DCK,DCK,DCK
8894,galGal_rna-NM_001006464.2_R0,GEMOMA_00012449-RA,Q76LT9,TMEM258,TMEM258,TMEM258
8895,galGal_rna-NM_001006511.2_R1,GEMOMA_00014271-RA,NA,NA,NA,NA
8896,galGal_rna-NM_001006556.1_R0,GEMOMA_00002791-RA,F1NAQ8,GMPS,GMPS,GMPS
8897,galGal_rna-NM_001006569.3_R0,GEMOMA_00001691-RA,Q1T7C0,CENPL,CENPL,CENPL
8898,galGal_rna-NM_001007485.1_R0,GEMOMA_00014668-RA,A0A3Q2UAT1,USF1,USF1,USF1
8899,galGal_rna-NM_001007485.1_R1,GEMOMA_00014682-RA,NA,NA,NA,NA
8900,galGal_rna-NM_001007850.1_R0,GEMOMA_00003748-RA,Q5ZKC5,YAF2,YAF2,YAF2
8901,galGal_rna-NM_001008442.1_R0,GEMOMA_00002291-RA,Q5ZIW6,SLC25A15,SLC25A15,SLC25A15
8902,galGal_rna-NM_001012535.2_R0,GEMOMA_00008919-RA,Q5F428,EIF3L,EIF3L,EIF3L
8903,galGal_rna-NM_001012563.2_R0,GEMOMA_00014661-RA,Q5F411,CCT5,CCT5,CCT5
8904,galGal_rna-NM_001012594.2_R0,GEMOMA_00000846-RA,Q5F353,GORASP2,GORASP2,GORASP2
8905,galGal_rna-NM_001012597.1_R0,GEMOMA_00001831-RA,Q5F4B9,ABCD3,ABCD3,ABCD3
8906,galGal_rna-NM_001012837.1_R0,GEMOMA_00015002-RA,F1NN78,NECAP2,NECAP2,NECAP2
8907,galGal_rna-NM_001012837.1_R1,GEMOMA_00015010-RA,F1NN78,NECAP2,NECAP2,NECAP2
8908,galGal_rna-NM_001012837.1_R2,GEMOMA_00015005-RA,F1NN78,NECAP2,NECAP2,NECAP2
8909,galGal_rna-NM_001012837.1_R3,GEMOMA_00015013-RA,F1NN78,NECAP2,NECAP2,NECAP2
8910,galGal_rna-NM_001012916.2_R1,GEMOMA_00015573-RA,NA,GROL4,NA,GROL4
8911,galGal_rna-NM_001012936.2_R0,GEMOMA_00014718-RA,A0A1D5NZD2,ASB8,ASB8,ASB8
8912,galGal_rna-NM_001012941.2_R0,GEMOMA_00012582-RA,Q5R2I8,APCDD1,APCDD1,APCDD1
8913,galGal_rna-NM_001012954.2_R0,GEMOMA_00012649-RA,Q5F450,PAN2,PAN2,PAN2
8914,galGal_rna-NM_001025578.1_R0,GEMOMA_00010076-RA,Q4KWZ6,MAD2L2,MAD2L2,MAD2L2
8915,galGal_rna-NM_001030378.1_R2,GEMOMA_00006483-RA,Q9YGX8,KCNA4,KCNA4,KCNA4
8916,galGal_rna-NM_001030536.1_R2,GEMOMA_00014249-RA,NA,ACNA,NA,ACNA
8917,galGal_rna-NM_001030548.4_R0,GEMOMA_00004827-RA,Q589G5,PRTG,PRTG,PRTG
8918,galGal_rna-NM_001030565.1_R0,GEMOMA_00004440-RA,Q5ZKM4,NA,C11H16orf70,C11H16ORF70
8919,galGal_rna-NM_001030606.1_R0,GEMOMA_00005143-RA,F1P3Y2,RHO,RHO,RHO
8920,galGal_rna-NM_001030696.1_R0,GEMOMA_00012890-RA,Q5ZKH4,NDEL1,NDEL1,NDEL1
8921,galGal_rna-NM_001030707.2_R0,GEMOMA_00008750-RA,A0A1D5PLD2,COG1,COG1,COG1
8922,galGal_rna-NM_001030754.1_R0,GEMOMA_00009190-RA,Q5ZMB2,HEBP1,HEBP1,HEBP1
8923,galGal_rna-NM_001030756.1_R0,GEMOMA_00007964-RA,Q5ZL67,NFE2L1,NFE2L1,NFE2L1
8924,galGal_rna-NM_001030765.1_R1,GEMOMA_00008099-RA,A0A3Q2UA34,CHRM4,CHRM4,CHRM4
8925,galGal_rna-NM_001030776.2_R0,GEMOMA_00009268-RA,A0A1L1RQ73,MLF2,MLF2,MLF2
8926,galGal_rna-NM_001030799.1_R1,GEMOMA_00003887-RA,A0A1D5PI43,NA,MAOB,MAOB
8927,galGal_rna-NM_001030865.1_R0,GEMOMA_00006350-RA,Q5ZJ63,SLC35C2,SLC35C2,SLC35C2
8928,galGal_rna-NM_001030889.1_R0,GEMOMA_00008257-RA,F1NUQ3,FABP3,FABP3,FABP3
8929,galGal_rna-NM_001030908.1_R0,GEMOMA_00010554-RA,A0A1D5PED3,FLI1,FLI1,FLI1
8930,galGal_rna-NM_001030932.1_R0,GEMOMA_00007170-RA,Q5ZL80,HNRNPM,HNRNPM,HNRNPM
8931,galGal_rna-NM_001030950.1_R0,GEMOMA_00012220-RA,A0A1D5PM87,RAD21,RAD21,RAD21
8932,galGal_rna-NM_001031025.1_R2,GEMOMA_00012784-RA,NA,NA,NA,NA
8933,galGal_rna-NM_001031098.1_R0,GEMOMA_00016022-RA,F1NGL2,POMC-A,POMC,POMC-A
8934,galGal_rna-NM_001031142.1_R0,GEMOMA_00013590-RA,Q5ZI72,HNRNPDL,HNRNPDL,HNRNPDL
8935,galGal_rna-NM_001031148.1_R0,GEMOMA_00010787-RA,Q5ZK35,METTL14,METTL14,METTL14
8936,galGal_rna-NM_001031172.1_R0,GEMOMA_00012518-RA,Q5ZJ25,VPS51,VPS51,VPS51
8937,galGal_rna-NM_001031173.2_R0,GEMOMA_00012517-RA,F1P2A4,BET1L,BET1L,BET1L
8938,galGal_rna-NM_001031175.2_R0,GEMOMA_00012503-RA,E1BY42,IGHMBP2,IGHMBP2,IGHMBP2
8939,galGal_rna-NM_001031243.1_R1,GEMOMA_00014286-RA,NA,NA,NA,NA
8940,galGal_rna-NM_001031254.2_R1,GEMOMA_00014226-RA,NA,YCHF,NA,YCHF
8941,galGal_rna-NM_001031287.2_R0,GEMOMA_00009565-RA,F1P1U3,CPT2,CPT2,CPT2
8942,galGal_rna-NM_001031310.1_R0,GEMOMA_00014208-RA,F1NVZ1,WDFY1,WDFY1,WDFY1
8943,galGal_rna-NM_001031310.1_R1,GEMOMA_00014184-RA,F1NVZ1,WDFY1,WDFY1,WDFY1
8944,galGal_rna-NM_001031345.1_R0,GEMOMA_00014039-RA,A0A3Q2TU29,CTSS,CTSS,CTSS
8945,galGal_rna-NM_001031376.1_R0,GEMOMA_00011686-RA,Q5ZKH3,EED,EED,EED
8946,galGal_rna-NM_001031376.1_R1,GEMOMA_00011797-RA,Q5ZKH3,EED,EED,EED
8947,galGal_rna-NM_001031391.2_R0,GEMOMA_00015344-RA,Q5ZLC5,ATP5F1B,ATP5F1B,ATP5F1B
8948,galGal_rna-NM_001031391.2_R1,GEMOMA_00014242-RA,NA,ATPD,NA,ATPD
8949,galGal_rna-NM_001031449.1_R0,GEMOMA_00011555-RA,F1NSS7,BRIX1,BRIX1,BRIX1
8950,galGal_rna-NM_001031452.2_R0,GEMOMA_00005082-RA,Q5ZHV2,NAA35,NAA35,NAA35
8951,galGal_rna-NM_001031462.1_R0,GEMOMA_00004526-RA,Q802G0,MC1R,MC1R,MC1R
8952,galGal_rna-NM_001031488.1_R0,GEMOMA_00011401-RA,P25433,NTF3,NTF3,NTF3
8953,galGal_rna-NM_001031502.2_R0,GEMOMA_00007871-RA,A0A1D5P709,DNAJC7,DNAJC7,DNAJC7
8954,galGal_rna-NM_001031510.1_R0,GEMOMA_00003368-RA,A0A1L1RX59,GARS1,GARS,GARS1
8955,galGal_rna-NM_001031514.1_R0,GEMOMA_00014658-RA,F1NQE8,MC4R,MC4R,MC4R
8956,galGal_rna-NM_001031523.1_R0,GEMOMA_00000102-RA,F1NN66,NTPCR,NTPCR,NTPCR
8957,galGal_rna-NM_001031538.1_R1,GEMOMA_00006741-RA,A0A1D5PY67,ANXA6,ANXA6,ANXA6
8958,galGal_rna-NM_001031543.1_R0,GEMOMA_00012451-RA,A0A1D5PPT3,OLFR1009,OLFR4,OLFR1009
8959,galGal_rna-NM_001031547.1_R0,GEMOMA_00008119-RA,A0A1D5PMW3,APIP,APIP,APIP
8960,galGal_rna-NM_001031555.1_R0,GEMOMA_00011037-RA,Q8QGM3,NPY4R2,NPY4R,NPY4R2
8961,galGal_rna-NM_001031557.2_R0,GEMOMA_00000638-RA,F1NCP5,MOB4,MOB4,MOB4
8962,galGal_rna-NM_001031583.1_R1,GEMOMA_00014290-RA,NA,NUOF1,NA,NUOF1
8963,galGal_rna-NM_001031592.1_R0,GEMOMA_00011612-RA,Q5ZK01,PELO,PELO,PELO
8964,galGal_rna-NM_001032362.1_R0,GEMOMA_00012103-RA,F1NX13,DRG1,DRG1,DRG1
8965,galGal_rna-NM_001034819.1_R0,GEMOMA_00010715-RA,A0A1D5P9D2,BMP3,BMP3,BMP3
8966,galGal_rna-NM_001037839.1_R0,GEMOMA_00013080-RA,A0A3S5ZPT7,CD86,CD86,CD86
8967,galGal_rna-NM_001039287.2_R1,GEMOMA_00014240-RA,NA,PHAA,NA,PHAA
8968,galGal_rna-NM_001040413.2_R0,GEMOMA_00006020-RA,E1BWS4,PTRH2,PTRH2,PTRH2
8969,galGal_rna-NM_001040464.1_R0,GEMOMA_00012820-RA,Q1KNA7,NA,GHRH,GHRH
8970,galGal_rna-NM_001044669.1_R0,GEMOMA_00012639-RA,A0A1D5PEH0,ERBB3,ERBB3,ERBB3
8971,galGal_rna-NM_001044676.1_R0,GEMOMA_00012706-RA,A0A3Q3AB20,PMF1,NNF1,PMF1
8972,galGal_rna-NM_001045837.1_R0,GEMOMA_00001196-RA,Q684L7,NA,ZPAX,ZPAX
8973,galGal_rna-NM_001079751.2_R1,GEMOMA_00013800-RA,NA,MBD2,NA,MBD2
8974,galGal_rna-NM_001080102.2_R0,GEMOMA_00009017-RA,A0A1D5PCU0,ATP6V0A4,ATP6V0A4,ATP6V0A4
8975,galGal_rna-NM_001080715.1_R0,GEMOMA_00012900-RA,A0A3Q2U491,MYOCD,MYOCD,MYOCD
8976,galGal_rna-NM_001081699.1_R0,GEMOMA_00003688-RA,A0A1D5P4Z9,GPR37,GPR37,GPR37
8977,galGal_rna-NM_001081707.1_R1,GEMOMA_00012756-RA,Q5ZIF8,ENSA,ENSA,ENSA
8978,galGal_rna-NM_001097534.2_R0,GEMOMA_00013503-RA,Q9YH14,ATP5ME,rbf,ATP5ME
8979,galGal_rna-NM_001097536.1_R0,GEMOMA_00000340-RA,Q5ZHT7,SRP9,SRP9,SRP9
8980,galGal_rna-NM_001099351.3_R2,GEMOMA_00015197-RA,NA,NA,NA,NA
8981,galGal_rna-NM_001099351.3_R3,GEMOMA_00015198-RA,NA,NA,NA,NA
8982,galGal_rna-NM_001099359.1_R0,GEMOMA_00015112-RA,A5HUK2,TRIM7,TRIM27.2,TRIM7
8983,galGal_rna-NM_001099359.1_R1,GEMOMA_00015120-RA,NA,NA,NA,NA
8984,galGal_rna-NM_001109784.2_R0,GEMOMA_00012282-RA,A0A1D5PVM0,MTTP,MTTP,MTTP
8985,galGal_rna-NM_001109785.1_R0,GEMOMA_00007007-RA,P11501,HSP90AA1,HSP90AA1,HSP90AA1
8986,galGal_rna-NM_001113454.2_R0,GEMOMA_00011451-RA,Q5ZII6,TMEM167A,TMEM167A,TMEM167A
8987,galGal_rna-NM_001113744.1_R0,GEMOMA_00014456-RA,A0A1D5PH43,YKT6-B,YKT6,YKT6-B
8988,galGal_rna-NM_001114505.1_R0,GEMOMA_00001980-RA,R4GI13,CPLX3,CPLX3,CPLX3
8989,galGal_rna-NM_001128101.1_R0,GEMOMA_00015192-RA,A0A3Q2U4G3,SLC11A2,SLC11A2,SLC11A2
8990,galGal_rna-NM_001134975.2_R0,GEMOMA_00011713-RA,F1NI48,RS1,RS1,RS1
8991,galGal_rna-NM_001134975.2_R1,GEMOMA_00011824-RA,F1NI48,RS1,RS1,RS1
8992,galGal_rna-NM_001135550.1_R0,GEMOMA_00011355-RA,F1NT14,MGST1,MGST1,MGST1
8993,galGal_rna-NM_001144848.2_R0,GEMOMA_00006650-RA,A0A1D5PNU9,DRD1,DRD1,DRD1
8994,galGal_rna-NM_001145042.2_R0,GEMOMA_00008139-RA,A0A1D5PS18,C11ORF96,C5H11ORF96,C11ORF96
8995,galGal_rna-NM_001146139.1_R0,GEMOMA_00007439-RA,C0J3M4,NA,LOC772096,LOC772096
8996,galGal_rna-NM_001159511.1_R0,GEMOMA_00011303-RA,E1C007,PACSIN2,PACSIN2,PACSIN2
8997,galGal_rna-NM_001163245.1_R0,GEMOMA_00009573-RA,E1C697,GPX7,GPX7,GPX7
8998,galGal_rna-NM_001167684.1_R0,GEMOMA_00012377-RA,P56673,PITX1,PITX1,PITX1
8999,galGal_rna-NM_001168005.2_R1,GEMOMA_00000507-RA,NA,NA,NA,NA
9000,galGal_rna-NM_001168006.1_R0,GEMOMA_00011089-RA,P0C597,DUSP29,DUSP29,DUSP29
9001,galGal_rna-NM_001171677.1_R0,GEMOMA_00005360-RA,A0A1L1RNZ2,RPL29,RPL29,RPL29
9002,galGal_rna-NM_001171768.1_R0,GEMOMA_00012545-RA,D2XJ63,CBLN2,Cbln2,CBLN2
9003,galGal_rna-NM_001172593.1_R0,GEMOMA_00015378-RA,D3KCC4,CARNS1,CARNS1,CARNS1
9004,galGal_rna-NM_001172593.1_R1,GEMOMA_00015413-RA,D3KCC4,CARNS1,CARNS1,CARNS1
9005,galGal_rna-NM_001172593.1_R2,GEMOMA_00015382-RA,NA,NA,NA,NA
9006,galGal_rna-NM_001172593.1_R3,GEMOMA_00015409-RA,NA,NA,NA,NA
9007,galGal_rna-NM_001190165.3_R0,GEMOMA_00000891-RA,P68259,GCG,GCG,GCG
9008,galGal_rna-NM_001195600.1_R0,GEMOMA_00011081-RA,E1BWU8,ZSWIM8,ZSWIM8,ZSWIM8
9009,galGal_rna-NM_001197037.1_R0,GEMOMA_00006241-RA,A0A3Q2UGD8,PPDPF-B,PPDPF,PPDPF-B
9010,galGal_rna-NM_001197134.1_R0,GEMOMA_00005975-RA,E1BR46,ZSWIM7,ZSWIM7,ZSWIM7
9011,galGal_rna-NM_001197326.1_R0,GEMOMA_00010896-RA,F1NW50,ATP6V1H,ATP6V1H,ATP6V1H
9012,galGal_rna-NM_001198640.1_R0,GEMOMA_00014382-RA,F1N8W9,DCTN5,DCTN5,DCTN5
9013,galGal_rna-NM_001198641.1_R0,GEMOMA_00007374-RA,E1C129,NUBP1,NUBP1,NUBP1
9014,galGal_rna-NM_001198649.1_R0,GEMOMA_00009302-RA,F1N9G6,GSTK1,GSTK1,GSTK1
9015,galGal_rna-NM_001198747.1_R0,GEMOMA_00010069-RA,R4GGV6,NA,RNP,RNP
9016,galGal_rna-NM_001198782.1_R0,GEMOMA_00001325-RA,F1NWK2,COX7A2,COX7A2,COX7A2
9017,galGal_rna-NM_001199164.1_R0,GEMOMA_00005556-RA,F6S7N7,DPM2,DPM2,DPM2
9018,galGal_rna-NM_001199220.1_R0,GEMOMA_00004251-RA,A0A3Q2UA20,LONP2,LONP2,LONP2
9019,galGal_rna-NM_001199273.1_R0,GEMOMA_00013944-RA,F1NRC2,ETV6,ETV6,ETV6
9020,galGal_rna-NM_001199450.1_R0,GEMOMA_00000492-RA,E1C259,ZC3H6,ZC3H8,ZC3H6
9021,galGal_rna-NM_001199460.1_R0,GEMOMA_00003655-RA,F1NGI7,CPNE8,CPNE8,CPNE8
9022,galGal_rna-NM_001199498.1_R0,GEMOMA_00012512-RA,E1BRS4,IFITM5,IFITM5,IFITM5
9023,galGal_rna-NM_001199538.1_R0,GEMOMA_00003636-RA,E1C093,PIK3CG,PIK3CG,PIK3CG
9024,galGal_rna-NM_001199588.1_R2,GEMOMA_00015205-RA,A0A1D5P970,AMPD2,AMPD2,AMPD2
9025,galGal_rna-NM_001199595.1_R0,GEMOMA_00006440-RA,A0A1D5P316,PHLDA2,PHLDA2,PHLDA2
9026,galGal_rna-NM_001204816.1_R0,GEMOMA_00009479-RA,F1P4W8,TNNI3K,TNNI3K,TNNI3K
9027,galGal_rna-NM_001252016.1_R0,GEMOMA_00000139-RA,E1C1H9,PLD5,PLD5,PLD5
9028,galGal_rna-NM_001252029.1_R0,GEMOMA_00007645-RA,A0A1D5NVY0,ATP5MD,USMG5,ATP5MD
9029,galGal_rna-NM_001252126.1_R0,GEMOMA_00009643-RA,A0A1D5PT58,RPS8,RPS8,RPS8
9030,galGal_rna-NM_001252221.2_R0,GEMOMA_00003281-RA,P68306,THRB,THRB,THRB
9031,galGal_rna-NM_001252256.1_R0,GEMOMA_00014571-RA,F1NWB2,NA,CPA5,CPA5
9032,galGal_rna-NM_001257283.2_R0,GEMOMA_00015733-RA,A0A1L1RUS7,MCL1,MCL1,MCL1
9033,galGal_rna-NM_001257297.1_R0,GEMOMA_00015687-RA,E1C4N0,RPS10,RPS10,RPS10
9034,galGal_rna-NM_001257297.1_R1,GEMOMA_00015659-RA,E1C4N0,RPS10,RPS10,RPS10
9035,galGal_rna-NM_001257297.1_R2,GEMOMA_00015708-RA,E1C4N0,RPS10,RPS10,RPS10
9036,galGal_rna-NM_001257297.1_R3,GEMOMA_00015694-RA,E1C4N0,RPS10,RPS10,RPS10
9037,galGal_rna-NM_001271172.1_R0,GEMOMA_00013852-RA,NA,NA,NA,NA
9038,galGal_rna-NM_001276362.1_R0,GEMOMA_00009041-RA,P32760,PTN,PTN,PTN
9039,galGal_rna-NM_001276388.1_R1,GEMOMA_00014633-RA,NA,TMEM17A,NA,TMEM17A
9040,galGal_rna-NM_001277377.1_R2,GEMOMA_00014214-RA,NA,NA,NA,NA
9041,galGal_rna-NM_001277498.1_R0,GEMOMA_00009424-RA,F1P024,GATAD1,GATAD1,GATAD1
9042,galGal_rna-NM_001277549.1_R0,GEMOMA_00001654-RA,A0A1D5NYX9,MRPS14,MRPS14,MRPS14
9043,galGal_rna-NM_001277584.1_R0,GEMOMA_00008118-RA,E1C0T7,EHF,EHF,EHF
9044,galGal_rna-NM_001277625.1_R0,GEMOMA_00004376-RA,A0A1D5PHY7,CTRL,CTRL,CTRL
9045,galGal_rna-NM_001277628.1_R0,GEMOMA_00004679-RA,E1C3M7,CLN6,CLN6,CLN6
9046,galGal_rna-NM_001277637.1_R0,GEMOMA_00010459-RA,A0A1D5NVD3,MED9,MED9,MED9
9047,galGal_rna-NM_001277640.1_R3,GEMOMA_00011431-RA,E1C5B2,CETN3,CETN3,CETN3
9048,galGal_rna-NM_001277648.1_R0,GEMOMA_00004651-RA,F1P103,CIB1,CIB4,CIB1
9049,galGal_rna-NM_001277651.1_R0,GEMOMA_00005429-RA,F1NUI5,NA,B3GNTL,B3GNTL
9050,galGal_rna-NM_001277734.1_R0,GEMOMA_00003870-RA,E1BVZ7,DYNLT3,DYNLT3,DYNLT3
9051,galGal_rna-NM_001277752.1_R0,GEMOMA_00010419-RA,F1NXZ7,FAHD1,FAHD1,FAHD1
9052,galGal_rna-NM_001277752.1_R1,GEMOMA_00014215-RA,NA,NAGK,NA,NAGK
9053,galGal_rna-NM_001277788.2_R0,GEMOMA_00010036-RA,A0A1D5NU72,SYNJ2BP,SYNJ2BP,SYNJ2BP
9054,galGal_rna-NM_001277806.1_R0,GEMOMA_00012412-RA,A0A1D5PIY2,SEPTIN8,SEPTIN8,SEPTIN8
9055,galGal_rna-NM_001277806.1_R2,GEMOMA_00009790-RA,A0A1D5NUL5,SEPTIN6,6-Sep,SEPTIN6
9056,galGal_rna-NM_001277887.1_R0,GEMOMA_00009900-RA,A0A3Q2TVK8,JDP2,JDP2,JDP2
9057,galGal_rna-NM_001277918.1_R0,GEMOMA_00001504-RA,F1N9Z8,HDDC2,HDDC2,HDDC2
9058,galGal_rna-NM_001277972.1_R0,GEMOMA_00015739-RA,NA,NA,NA,NA
9059,galGal_rna-NM_001277972.1_R1,GEMOMA_00013197-RA,NA,NA,NA,NA
9060,galGal_rna-NM_001277972.1_R2,GEMOMA_00013679-RA,NA,NA,NA,NA
9061,galGal_rna-NM_001277972.1_R3,GEMOMA_00016348-RA,NA,NA,NA,NA
9062,galGal_rna-NM_001277972.1_R4,GEMOMA_00015738-RA,NA,NA,NA,NA
9063,galGal_rna-NM_001277972.1_R5,GEMOMA_00016494-RA,A0A1D5PAN7,NA,LOC100859790,LOC100859790
9064,galGal_rna-NM_001277972.1_R6,GEMOMA_00016238-RA,NA,NA,NA,NA
9065,galGal_rna-NM_001277972.1_R7,GEMOMA_00016411-RA,NA,NA,NA,NA
9066,galGal_rna-NM_001277979.1_R0,GEMOMA_00013196-RA,P04459,NA,NA,NA
9067,galGal_rna-NM_001277979.1_R2,GEMOMA_00013677-RA,NA,NA,NA,NA
9068,galGal_rna-NM_001277979.1_R3,GEMOMA_00013195-RA,NA,NA,NA,NA
9069,galGal_rna-NM_001277981.1_R0,GEMOMA_00007892-RA,F1NDP8,KRT20,KRT40,KRT20
9070,galGal_rna-NM_001278021.1_R0,GEMOMA_00001362-RA,F1NJD3,CGA,CGA,CGA
9071,galGal_rna-NM_001278030.1_R0,GEMOMA_00011314-RA,E1C8A2,SAMM50,SAMM50,SAMM50
9072,galGal_rna-NM_001278039.1_R1,GEMOMA_00014246-RA,NA,SDHB,NA,SDHB
9073,galGal_rna-NM_001278043.1_R0,GEMOMA_00004116-RA,F1NNG2,NA,TMEM45A,TMEM45A
9074,galGal_rna-NM_001278062.1_R0,GEMOMA_00010697-RA,F1NET8,TTC36,TTC36,TTC36
9075,galGal_rna-NM_001278143.1_R0,GEMOMA_00003397-RA,F1NXL4,PRKAG2,PRKAG2,PRKAG2
9076,galGal_rna-NM_001278149.1_R0,GEMOMA_00009071-RA,E1BT07,CBY1,CBY1,CBY1
9077,galGal_rna-NM_001282047.3_R0,GEMOMA_00010709-RA,Q5ZKB9,DDX6,DDX6,DDX6
9078,galGal_rna-NM_001282172.1_R0,GEMOMA_00004540-RA,F1NSJ0,TMED6,TMED6,TMED6
9079,galGal_rna-NM_001282330.1_R0,GEMOMA_00008394-RA,E1C966,CCDC28B,CCDC28B,CCDC28B
9080,galGal_rna-NM_001282331.1_R0,GEMOMA_00008395-RA,A0A1D5PI73,IQCC,IQCC,IQCC
9081,galGal_rna-NM_001282339.1_R0,GEMOMA_00006002-RA,F1NFZ8,GEMIN4,GLOD4,GEMIN4
9082,galGal_rna-NM_001286224.1_R0,GEMOMA_00002836-RA,A0A3Q3AXT7,MARCHF1,1-Mar,MARCHF1
9083,galGal_rna-NM_001291966.1_R0,GEMOMA_00008691-RA,F1NB62,PCYT2,PCYT2,PCYT2
9084,galGal_rna-NM_001292086.2_R0,GEMOMA_00004573-RA,A0A1D5PHE8,LEO1,LEO1,LEO1
9085,galGal_rna-NM_001293217.1_R0,GEMOMA_00004796-RA,E1BSK7,MCEE,MCEE,MCEE
9086,galGal_rna-NM_001293217.1_R1,GEMOMA_00014292-RA,NA,EPI,NA,EPI
9087,galGal_rna-NM_001293280.2_R0,GEMOMA_00012720-RA,A0A1D5NYP8,SHC1,SHC1,SHC1
9088,galGal_rna-NM_001293309.1_R0,GEMOMA_00004366-RA,E1BSY1,NA,CCL17,CCL17
9089,galGal_rna-NM_001302106.1_R0,GEMOMA_00003261-RA,E1BRJ8,DPH3,DPH3P1,DPH3
9090,galGal_rna-NM_001302115.1_R0,GEMOMA_00009786-RA,E1BQ44,NDUFA1,NDUFA1,NDUFA1
9091,galGal_rna-NM_001302127.1_R0,GEMOMA_00010681-RA,A0A1D5PK48,APOC3,APOC3,APOC3
9092,galGal_rna-NM_001302128.1_R0,GEMOMA_00006744-RA,A0A1D5P4K0,SMIM3,SMIM3,SMIM3
9093,galGal_rna-NM_001302137.1_R0,GEMOMA_00006596-RA,A0A1D5NVM2,NDUFA2,NDUFA2,NDUFA2
9094,galGal_rna-NM_001302147.1_R0,GEMOMA_00000371-RA,A0A1D5P229,MORN2,MORN2,MORN2
9095,galGal_rna-NM_001302149.1_R0,GEMOMA_00014813-RA,F1NC51,UQCR10,UQCR10,UQCR10
9096,galGal_rna-NM_001302157.1_R0,GEMOMA_00013347-RA,NA,COX14,NA,COX14
9097,galGal_rna-NM_001302169.1_R0,GEMOMA_00004186-RA,F1NPL9,COX17,COX17,COX17
9098,galGal_rna-NM_001302171.1_R0,GEMOMA_00015779-RA,A0A1D5PYI7,LSM5,LSM5,LSM5
9099,galGal_rna-NM_001302174.1_R0,GEMOMA_00009958-RA,R4GJA8,SPTSSA,SPTSSA,SPTSSA
9100,galGal_rna-NM_001302176.1_R0,GEMOMA_00001571-RA,F1NZC1,NA,ABRACL,ABRACL
9101,galGal_rna-NM_001302184.1_R0,GEMOMA_00010670-RA,E1C8P6,FXYD2,FXYD2,FXYD2
9102,galGal_rna-NM_001302191.1_R0,GEMOMA_00013656-RA,A0A1D5NVP7,ENHO,ENHO,ENHO
9103,galGal_rna-NM_001302192.1_R0,GEMOMA_00006471-RA,F1NAF8,SVIP,SVIP,SVIP
9104,galGal_rna-NM_001302196.1_R0,GEMOMA_00008167-RA,R4GIT1,PIGY,PIGY,PIGY
9105,galGal_rna-NM_001302198.1_R9,GEMOMA_00014758-RA,NA,NA,NA,NA
9106,galGal_rna-NM_001302199.1_R0,GEMOMA_00010903-RA,A0A1D5P8M4,PPDPFL,C2H8ORF22,PPDPFL
9107,galGal_rna-NM_001305057.2_R0,GEMOMA_00008129-RA,A0A1L1RM35,RAG2,RAG2,RAG2
9108,galGal_rna-NM_001305177.1_R0,GEMOMA_00001541-RA,A0A1D5NXI7,EYA4,EYA4,EYA4
9109,galGal_rna-NM_001305260.1_R0,GEMOMA_00014921-RA,A0A1D5PP81,HOXC10,HOXC10,HOXC10
9110,galGal_rna-NM_001308001.1_R0,GEMOMA_00003132-RA,F1NE55,TMED11,TMED11,TMED11
9111,galGal_rna-NM_001308252.1_R0,GEMOMA_00003691-RA,A0A3Q3AD04,NA,HYAL6,HYAL6
9112,galGal_rna-NM_001318459.1_R1,GEMOMA_00013637-RA,NA,NA,NA,NA
9113,galGal_rna-NM_001318991.1_R0,GEMOMA_00015077-RA,Q5ZLA7,STT3A,STT3A,STT3A
